"Format","AiM CSV File"
"Session","23.077°N, 113.530°E"
"Vehicle","A03_AF25"
"Racer","AGX_26"
"Championship",""
"Comment",""
"Date","Sunday, January 25, 2026"
"Time","1:57 PM"
"Sample Rate","20"
"Duration","89"
"Segment","Session"
"Beacon Markers","89"
"Segment Times","1:29.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","Channel01","Channel02","Channel03","Channel04","Channel05","Channel06","Channel07","Channel08","InlineAcc","LateralAcc","VerticalAcc","Luminosity","L MOTOR SPEED","R MOTOR SPEED","L Motor Torque","R Motor Torque","Battery Volt","Battery Current","Battery Soc","Motor Ineff Flag","EBS Ineff Type","EBS Error Type","AS State Flag","R2D Flag dup 1","Motor Algorithm","RES State Flag","EBS State Flag","AMI Task Flag","State Flag","EBS Trig Latch","Drive State Flag","HV Flag dup 1","EBS Error Flag","EBS Ineff Flag","GC Lost Flag","ASB Ready Flag","Motor Error Info","Steer Offset Fla","Steer Motor Pst","Brake Pst","Acc-1","Acc-2","Ave Acc","Ave Brake","Ave Steer","Steer Sense","EBS Gas","Brake Gas","Brake Sense","IGBT Temp L","Motor Temp L","Motor Temp R","Inverter Temp L","Inverter Temp R","VehSpd","GYRO Z","AGX Finish Flag","AGX Speed","Steer AGX Pst","AGX Target dece","AGX End Flag","AGX Ready Flag","AGX Brake Flag","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","V","mV","mV","mV","mV","mV","mV","mV","mV","g","g","g","%","rpm","rpm","Nm","Nm","V","A","%","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","%","%","#","#","deg","#","#","#","#","#","#","#","#","#","km/h","deg/s","#","km/h","#","#","#","#","#","m"

"43.650","7.0916","9","0.2224","-0.0769","-9.0302","-16.4383","70.2895","-8.3982","32.2000","0.4242","1.6057","23.07713757","113.53026024","55.0000","11.2613","-71.5200","-71.8300","-71.5025","-73.2350","-74.0075","-73.0500","-72.2075","-73.4025","0.6199","0.6145","-2.0518","119.4167","1907.7142","1698.4176","-0.0196","2.7003","579.7000","1.0970","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-37076.7031","0.0000","0.0000","0.0000","0.0000","0.0000","-38.2316","1728.4526","625.4316","2264.7158","970.1684","29.0000","3.0000","2.0000","29.0000","29.0000","11.1983","18.7881","0.0000","10.8000","-7.6636","0.0000","0.0000","0.0000","0.0000","106.1192"
"43.700","7.2020","9","0.1936","-0.0959","-9.0348","-12.5508","62.6327","-8.4358","32.2000","0.4342","1.8301","23.07713865","113.53026037","55.0781","11.2680","-71.3950","-72.1175","-72.3625","-72.6400","-73.5050","-72.6850","-72.6600","-74.1525","0.6230","0.6016","-2.0762","119.4688","1922.0000","1704.4615","-0.0196","2.7380","579.7000","1.0970","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-35051.1719","0.0000","0.0000","0.0000","0.0000","0.0000","-36.8211","1745.4421","631.7474","2267.8738","973.8527","29.0000","3.0000","2.0000","29.0000","29.0000","11.2362","18.7565","0.0000","10.8000","-7.2969","0.0000","0.0000","0.0000","0.0000","106.2184"
"43.750","6.6837","9","0.1470","-0.1314","-10.7023","-14.8235","48.5706","-8.5130","32.2000","0.4379","2.1901","23.07713928","113.53026053","55.1250","11.2680","-71.3750","-71.0850","-71.8275","-71.7650","-72.1150","-73.8850","-71.8575","-73.9450","0.6077","0.5979","-2.1113","119.5104","1923.9894","1712.8617","-0.0196","2.6661","579.5768","1.3253","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-32353.6953","0.0000","0.0000","0.0000","0.0000","0.0000","-34.7158","1771.2316","621.8947","2258.9053","963.8947","29.0000","3.0000","2.0000","29.0000","29.0000","11.2710","18.5574","0.0000","10.8000","-6.9179","0.0000","0.0000","0.0000","0.0000","106.3157"
"43.800","5.2970","9","0.0761","-0.1898","-14.6662","-25.6032","25.6630","-8.6448","32.2000","0.4329","3.2850","23.07713929","113.53026073","55.1250","11.2580","-71.1650","-71.7675","-72.1075","-73.0425","-73.0300","-73.6525","-72.2125","-73.8750","0.6313","0.5664","-2.0469","119.5365","1917.0745","1722.9681","-0.0196","2.5150","579.4189","1.6179","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-29340.0098","0.0000","0.0000","0.0000","0.0000","0.0000","-31.9158","1808.4843","611.9684","2250.0000","953.8421","29.0000","3.0000","2.0000","29.0000","29.0000","11.2900","17.4784","0.0000","10.8000","-6.2495","0.0000","0.0000","0.0000","0.0000","106.4010"
"43.850","4.2385","9","-0.0452","-0.2494","-18.8182","-36.8655","-20.6974","-8.7646","32.2000","0.4237","3.2593","23.07713933","113.53026091","55.1250","11.2480","-71.2300","-71.8325","-71.8725","-72.8400","-73.8275","-73.2475","-72.6800","-73.0350","0.6399","0.5327","-2.0146","119.5625","1921.5625","1735.8438","-0.0196","2.1516","579.1685","1.6136","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-25479.8574","0.0000","0.0000","0.0000","0.0000","0.0000","-28.7579","1851.6421","611.4421","2250.0000","951.2105","29.0000","3.0000","2.0000","29.0000","29.0000","11.3089","16.3543","0.0000","10.8000","-5.5516","0.0000","0.0000","0.0000","0.0000","106.4673"
"43.900","3.6335","9","-0.2362","-0.3106","-23.2300","-48.7943","-99.4452","-8.8676","32.2000","0.4087","1.0000","23.07713938","113.53026105","55.1250","11.2547","-71.0925","-71.3400","-70.8150","-73.0650","-73.2025","-73.0825","-72.2775","-72.6125","0.6084","0.5664","-2.0957","119.5885","1930.9375","1749.9062","-0.0196","1.6973","578.9053","1.5689","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-21380.9551","0.0000","0.0000","0.0000","0.0000","0.0000","-26.0000","1887.6000","610.8316","2249.7473","949.1684","29.0000","3.0000","2.0000","29.0000","29.0000","11.3279","15.1017","0.0000","10.8000","-4.6988","0.0000","0.0000","0.0000","0.0000","106.5231"
"43.950","3.1515","9","-0.3817","-0.2860","-27.8812","-57.9955","-114.6439","-8.9656","32.2000","0.3958","1.0000","23.07713947","113.53026121","55.1250","11.2613","-70.9575","-72.4575","-73.3550","-72.9675","-73.0625","-73.5875","-71.9250","-73.4025","0.5957","0.5430","-2.1123","119.6146","1909.3511","1756.7340","-0.0196","1.6421","578.9000","1.5680","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-19055.9785","0.0000","0.0000","0.0000","0.0000","0.0000","-23.3684","1921.2842","609.7789","2248.1685","950.2211","29.0000","3.0000","2.0000","29.0000","29.0000","11.3400","13.5989","0.0000","10.8000","-3.9664","0.0000","0.0000","0.0000","0.0000","106.5719"
"44.000","2.8396","9","-0.4644","-0.1428","-32.8631","-63.4301","-42.0845","-9.0567","32.2000","0.3858","1.0739","23.07713963","113.53026138","55.0781","11.2640","-71.5150","-71.2700","-71.6700","-72.2550","-72.8525","-72.6900","-71.3500","-74.0875","0.6040","0.5083","-2.0410","119.6719","1879.0319","1761.5212","-0.0196","1.6995","578.9000","1.5680","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-16718.5410","0.0000","0.0000","0.0000","0.0000","0.0000","-20.2842","1965.8315","610.3684","2248.7791","952.5052","29.0000","3.0000","2.0000","29.0000","29.0000","11.3400","11.6516","0.0000","10.8000","-3.4674","0.0000","0.0000","0.0000","0.0000","106.6152"
"44.050","2.6686","11","-0.4691","-0.0151","-36.1921","-68.5903","0.0000","-9.1424","32.1790","0.3800","10000.0000","23.07713978","113.53026151","55.0000","11.2640","-70.3125","-71.7875","-72.3000","-73.0700","-72.6550","-72.7625","-73.0350","-73.9250","0.6184","0.5200","-2.0557","119.7500","1868.0312","1767.6250","-0.0104","1.4342","578.9000","1.5680","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-13387.8125","0.0000","0.0000","0.0000","0.0000","0.0000","-17.1263","2012.1473","615.6316","2255.6211","958.2947","29.0000","3.0000","2.0000","29.0000","29.0000","11.3226","9.8446","0.0000","10.8000","-2.8274","0.0000","0.0000","0.0000","0.0000","106.6537"
"44.100","2.6923","11","-0.3660","0.0911","-37.2388","-73.3715","0.0000","-9.2208","32.1290","0.3800","10000.0000","23.07713994","113.53026158","54.9531","11.2647","-71.4800","-70.6250","-71.8700","-72.2000","-72.4675","-72.8650","-73.0600","-73.4550","0.6025","0.5493","-2.0859","119.8125","1859.1771","1773.8750","-0.0002","1.1330","578.8811","1.5099","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-10004.6387","0.0000","0.0000","0.0000","0.0000","0.0000","-11.9474","2078.1685","618.4316","2259.2422","961.0526","29.0000","3.0000","2.0000","29.0000","29.0000","11.2847","8.2025","0.0000","10.8000","-2.0216","0.0000","0.0000","0.0000","0.0000","106.6910"
"44.150","2.9493","11","-0.2348","0.1374","-35.7988","-79.3555","0.0000","-9.3220","32.1000","0.3863","10000.0000","23.07714010","113.53026158","55.0312","11.2680","-70.7525","-71.8450","-72.1175","-72.6825","-72.9625","-72.5600","-72.3700","-74.3200","0.6008","0.4968","-2.0430","119.8125","1854.3085","1770.8723","-0.0051","1.1883","578.7758","1.1873","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-6346.1274","0.0000","0.0000","0.0000","0.0000","0.0000","-6.8421","2143.3684","616.8527","2257.1370","958.4211","29.0000","3.0000","2.0000","29.0000","29.0000","11.2362","6.4484","0.0000","10.8000","-1.2914","0.0000","0.0000","0.0000","0.0000","106.7292"
"44.200","3.5287","11","-0.0646","0.1010","-30.9250","-87.0005","0.0000","-9.4547","32.1000","0.4013","10000.0000","23.07714026","113.53026149","55.1094","11.2713","-71.5075","-72.0725","-71.1375","-72.8125","-72.9050","-73.0250","-73.0900","-73.6075","0.6294","0.4824","-2.0293","119.8125","1847.7084","1768.1041","-0.0103","1.2609","578.8768","0.9731","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-3151.2708","0.0000","0.0000","0.0000","0.0000","0.0000","-4.2105","2182.8420","615.7579","2256.2422","957.4842","29.0000","3.0000","2.0000","29.0000","29.0000","11.1793","4.6063","0.0000","10.8000","-0.6254","0.0000","0.0000","0.0000","0.0000","106.7718"
"44.250","3.9707","11","0.0694","0.0766","-27.6516","-89.2275","0.0000","-9.5693","32.1000","0.4205","10000.0000","23.07714051","113.53026135","55.1458","11.2720","-71.1100","-71.6950","-71.8825","-72.8125","-72.5600","-73.7025","-72.3050","-73.8575","0.6265","0.4976","-2.0830","119.8333","1824.7916","1769.1459","-0.0154","1.4243","579.5084","1.0379","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-1148.6666","0.0000","0.0000","0.0000","0.0000","0.0000","-1.4105","2223.9158","615.2316","2256.7683","958.5369","29.0000","3.0000","2.0000","29.0000","29.0000","11.1350","3.5493","0.0000","10.8000","-0.0044","0.0000","0.0000","0.0000","0.0000","106.8227"
"44.300","4.2229","11","0.1534","0.0688","-26.5881","-83.9726","0.0000","-9.6588","32.1000","0.4455","10000.0000","23.07714085","113.53026112","55.1719","11.2720","-70.5800","-71.8350","-71.5375","-73.4425","-73.4450","-72.8675","-72.2825","-73.3075","0.6157","0.5015","-2.0938","119.8594","1805.3298","1774.3085","-0.0177","1.5751","579.9000","1.0780","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","770.4681","0.0000","0.0000","0.0000","0.0000","0.0000","2.2737","2273.3894","615.5895","2257.0000","959.0000","29.0000","3.0000","2.0000","29.0000","29.0000","11.0971","2.8966","0.0000","10.8000","0.5935","0.0000","0.0000","0.0000","0.0000","106.8786"
"44.350","4.2293","11","0.1761","0.0575","-27.4066","-76.1649","0.0000","-9.7414","32.1000","0.4663","10000.0000","23.07714125","113.53026103","55.1823","11.2720","-72.2850","-71.1925","-71.9625","-73.4575","-72.3650","-72.8450","-71.7875","-73.1350","0.6511","0.4624","-2.0449","119.8646","1801.6063","1798.2446","-0.0073","1.6689","579.9000","1.0780","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2541.2126","0.0000","0.0000","0.0000","0.0000","0.0000","5.8211","2320.2632","616.6421","2257.0000","959.0000","29.0000","3.0000","2.0000","29.0000","29.0000","11.0880","1.4360","0.0000","10.8000","0.9698","0.0000","0.0000","0.0000","0.0000","106.9372"
"44.400","3.8963","11","0.1140","0.0414","-30.8238","-64.8317","0.0000","-9.8145","32.1000","0.4813","10000.0000","23.07714173","113.53026114","55.1693","11.2720","-70.3675","-71.6925","-71.5375","-72.7025","-72.8075","-73.4000","-71.3200","-73.6500","0.6289","0.4646","-2.0938","119.8385","1796.9688","1817.3438","-0.0015","1.6657","579.9000","1.0780","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","4688.2500","0.0000","0.0000","0.0000","0.0000","0.0000","8.9789","2359.7368","619.7789","2259.4316","961.7789","29.0000","3.0000","2.0000","29.0000","29.0000","11.0880","-0.2798","0.0000","10.8000","1.2682","0.0000","0.0000","0.0000","0.0000","106.9948"
"44.450","3.6549","11","0.0736","0.0092","-33.4558","-59.1538","0.0000","-9.8825","32.1000","0.4879","10000.0000","23.07714208","113.53026116","55.1562","11.2720","-70.7250","-73.2300","-71.0175","-72.9825","-72.5175","-72.8175","-71.6700","-75.1675","0.5981","0.4764","-2.1055","119.8125","1790.1979","1825.1562","-0.0066","1.4360","579.9000","1.0780","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","7242.9375","0.0000","0.0000","0.0000","0.0000","0.0000","11.7579","2396.1790","623.9895","2263.1157","965.9895","29.0000","3.0000","2.0000","29.0000","29.0000","11.0880","-1.3619","0.0000","10.8000","1.7540","0.0000","0.0000","0.0000","0.0000","107.0478"
"44.500","3.5401","11","0.0630","-0.0455","-35.0031","-61.2856","0.0000","-9.9437","32.1000","0.4829","10000.0000","23.07714227","113.53026106","55.1562","11.2787","-71.2950","-72.1350","-71.7250","-72.3800","-72.8050","-72.4775","-71.7500","-73.8625","0.6250","0.4819","-2.0508","119.8125","1783.1702","1829.5957","-0.0078","1.4006","579.7779","1.1052","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","10263.5527","0.0000","0.0000","0.0000","0.0000","0.0000","13.8632","2427.2317","619.8000","2259.6001","962.6000","29.0000","3.0000","2.0000","29.0000","29.0000","11.0880","-2.3408","0.0000","10.8000","2.2703","0.0000","0.0000","0.0000","0.0000","107.0983"
"44.550","3.3465","11","0.0489","-0.0867","-38.2928","-63.0591","0.0000","-10.0045","32.1000","0.4716","10000.0000","23.07714241","113.53026107","55.1562","11.2853","-70.7975","-71.2975","-71.6650","-72.0400","-73.5575","-73.5925","-71.8550","-73.7725","0.6099","0.5298","-2.0967","119.8125","1775.7234","1828.5319","-0.0026","1.6821","579.5674","1.1520","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","13650.2549","0.0000","0.0000","0.0000","0.0000","0.0000","16.2105","2460.4631","612.9579","2253.8105","956.8105","29.0000","3.0000","2.0000","29.0000","29.0000","11.0698","-2.2537","0.0000","10.8000","2.9002","0.0000","0.0000","0.0000","0.0000","107.1469"
"44.600","3.0438","11","0.0301","-0.1095","-43.9885","-64.3377","0.0000","-10.0647","32.1000","0.4516","10000.0000","23.07714250","113.53026121","55.1250","11.2800","-71.0550","-71.8175","-71.1000","-72.6300","-73.3200","-73.8650","-72.4000","-74.2850","0.6152","0.5439","-2.0859","119.8125","1773.0416","1828.7812","0.0000","1.9912","579.5000","1.1670","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","15587.8955","0.0000","0.0000","0.0000","0.0000","0.0000","18.8421","2496.2527","616.0737","2256.1685","959.6210","29.0000","3.0000","2.0000","29.0000","29.0000","11.0531","-2.1319","0.0000","10.8000","3.4978","0.0000","0.0000","0.0000","0.0000","107.1925"
"44.650","2.8118","11","-0.0012","-0.1123","-48.1056","-70.5878","0.0000","-10.0929","32.1000","0.4232","10000.0000","23.07714248","113.53026119","55.0729","11.2667","-68.6050","-71.0450","-72.1025","-72.6975","-72.6200","-73.6125","-72.4475","-73.6400","0.6702","0.5071","-2.0020","119.8125","1775.1250","1830.3438","0.0000","2.3281","579.5000","1.1670","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","16843.6250","0.0000","0.0000","0.0000","0.0000","0.0000","21.4737","2531.4526","620.8105","2259.8525","963.8316","29.0000","3.0000","2.0000","29.0000","29.0000","11.0721","-2.1635","0.0000","10.8000","3.8674","0.0000","0.0000","0.0000","0.0000","107.2338"
"44.700","2.6774","11","-0.0495","-0.0875","-50.0429","-83.7032","0.0000","-10.0770","32.1000","0.3832","10000.0000","23.07714232","113.53026094","55.0312","11.2547","-69.9625","-71.1900","-71.7350","-72.6350","-72.7625","-73.5100","-72.8575","-73.5000","0.6387","0.3948","-2.0820","119.8073","1770.7554","1838.4043","-0.0030","2.3910","579.1716","1.3579","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","19493.3184","0.0000","0.0000","0.0000","0.0000","0.0000","24.1053","2566.1895","621.5052","2262.0210","966.0211","29.0000","2.9158","2.0000","29.0000","29.0000","11.0910","-2.7096","0.0000","10.8000","4.2863","0.0000","0.0000","0.0000","0.0000","107.2725"
"44.750","2.6228","11","-0.0870","-0.0518","-50.7236","-91.2225","0.0000","-10.0866","32.1000","0.3621","10000.0000","23.07714230","113.53026075","55.0312","11.2480","-71.5200","-71.7225","-71.9925","-71.9425","-73.1275","-73.8675","-71.7825","-73.3425","0.6084","0.3624","-2.1182","119.7812","1761.7128","1851.1702","-0.0082","2.2555","578.7505","1.6026","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","22583.2129","0.0000","0.0000","0.0000","0.0000","0.0000","27.0842","2604.3999","621.4948","2263.5579","967.4631","29.0000","2.3895","2.0000","29.0000","29.0000","11.1100","-5.9570","0.0000","10.8000","4.8452","0.0000","0.0000","0.0000","0.0000","107.3095"
"44.800","2.6783","11","-0.1095","-0.0009","-49.6691","-91.0138","0.0000","-10.1314","32.1000","0.3671","10000.0000","23.07714247","113.53026063","55.0312","11.2413","-72.3275","-71.2350","-71.9575","-72.3900","-73.1875","-72.9925","-73.3475","-73.8900","0.6328","0.4233","-2.0137","119.7552","1753.8959","1848.8021","-0.0098","1.9540","578.7000","1.6320","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","23955.9160","0.0000","0.0000","0.0000","0.0000","0.0000","30.2421","2644.3999","613.0737","2256.1895","958.5158","29.0000","2.0000","2.0000","29.0000","29.0000","11.1191","-8.3737","0.0000","10.8000","5.2985","0.0000","0.0000","0.0000","0.0000","107.3462"
"44.850","2.9643","11","-0.0979","0.0282","-44.7581","-89.0010","0.0000","-10.1288","32.1000","0.3805","10000.0000","23.07714267","113.53026014","55.0521","11.2507","-71.2300","-71.9650","-71.5175","-73.0775","-72.8200","-72.9700","-73.0050","-73.5275","0.6360","0.4398","-2.0312","119.7292","1746.6041","1839.9479","-0.0098","1.5814","578.7000","1.6320","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","25094.4590","0.0000","0.0000","0.0000","0.0000","0.0000","32.6000","2678.0000","606.8421","2250.8420","951.9263","29.0000","2.0000","2.0000","29.0000","29.0000","11.1001","-8.4263","0.0000","10.8000","5.5469","0.0000","0.0000","0.0000","0.0000","107.3843"
"44.900","3.5683","11","-0.0394","0.0273","-34.5215","-84.4968","0.0000","-10.0608","32.1000","0.4055","10000.0000","23.07714290","113.53025912","55.0781","11.2640","-71.0525","-72.1775","-71.1225","-73.4500","-72.4350","-72.0025","-72.4025","-73.3850","0.5889","0.4680","-2.1348","119.7031","1740.8511","1841.7340","-0.0139","1.4140","578.7000","1.6320","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","27548.5898","0.0000","0.0000","0.0000","0.0000","0.0000","34.7053","2709.5789","612.1053","2256.1052","957.7158","29.0000","2.1895","2.0000","29.0000","29.0000","11.0743","-8.6097","0.0000","10.8000","6.0163","0.0000","0.0000","0.0000","0.0000","107.4281"
"44.950","3.6889","11","0.0215","0.0169","-30.8740","-79.7308","0.0000","-10.0196","32.1000","0.4095","10000.0000","23.07714311","113.53025849","55.0938","11.2680","-71.6400","-71.9775","-71.4825","-72.6600","-72.9525","-72.6000","-71.9975","-72.6925","0.6013","0.5112","-2.0752","119.6771","1735.5319","1846.5212","-0.0191","1.3045","578.7211","1.5976","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","30007.2949","0.0000","0.0000","0.0000","0.0000","0.0000","37.2632","2743.8738","616.4105","2260.0000","962.1368","29.0000","2.7158","2.0000","29.0000","29.0000","11.0365","-9.0255","0.0000","10.8000","6.7453","0.0000","0.0000","0.0000","0.0000","107.4780"
