"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","Channel01","Channel02","Channel03","Channel04","Channel05","Channel06","Channel07","Channel08","InlineAcc","LateralAcc","VerticalAcc","Luminosity","L MOTOR SPEED","R MOTOR SPEED","L Motor Torque","R Motor Torque","Battery Volt","Battery Current","Battery Soc","Motor Ineff Flag","EBS Ineff Type","EBS Error Type","AS State Flag","R2D Flag dup 1","Motor Algorithm","RES State Flag","EBS State Flag","AMI Task Flag","State Flag","EBS Trig Latch","Drive State Flag","HV Flag dup 1","EBS Error Flag","EBS Ineff Flag","GC Lost Flag","ASB Ready Flag","Motor Error Info","Steer Offset Fla","Steer Motor Pst","Brake Pst","Acc-1","Acc-2","Ave Acc","Ave Brake","Ave Steer","Steer Sense","EBS Gas","Brake Gas","Brake Sense","IGBT Temp L","Motor Temp L","Motor Temp R","Inverter Temp L","Inverter Temp R","VehSpd","GYRO Z","AGX Finish Flag","AGX Speed","Steer AGX Pst","AGX Target dece","AGX End Flag","AGX Ready Flag","AGX Brake Flag","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","V","mV","mV","mV","mV","mV","mV","mV","mV","g","g","g","%","rpm","rpm","Nm","Nm","V","A","%","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","%","%","#","#","deg","#","#","#","#","#","#","#","#","#","km/h","deg/s","#","km/h","#","#","#","#","#","m"

"20.650","11.3044","11","-0.0341","-0.0065","-4.9176","90.2363","-6.0804","7.1652","17.5000","0.1300","29.5895","23.07723537","113.53011364","45.0438","11.3200","-83.6000","-84.8375","-84.6250","-85.8750","-86.5500","-86.8750","-85.3375","-87.3125","0.6089","0.4666","-2.1025","117.6250","1874.8948","1874.3158","1.2910","1.3101","548.1000","1.6140","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.0000","26.2737","0.0000","0.0000","9.1789","2359.4211","466.0000","2507.1262","951.1263","29.0000","6.0000","6.0000","27.0000","26.0000","11.4832","1.0417","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","58.9143"
"20.700","11.2605","11","-0.0073","-0.0006","-4.9621","90.4402","-1.3106","7.1223","17.5000","0.1300","136.7405","23.07723511","113.53011517","44.9979","11.3200","-83.1375","-84.7125","-83.9000","-85.2125","-87.0750","-84.2750","-85.2625","-87.6250","0.6230","0.4858","-2.0996","117.6208","1864.3684","1895.8948","1.2291","1.1966","547.9738","1.6793","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.0000","26.2526","0.0000","0.0000","10.2526","2373.8000","466.9263","2508.8525","952.3895","29.0000","6.0000","6.0000","27.0000","26.0000","11.4288","0.2285","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","59.0711"
"20.750","11.2966","11","-0.0245","-0.0031","-4.7856","89.5130","-4.3822","7.0883","17.5000","0.1300","41.0279","23.07723490","113.53011676","44.9849","11.3200","-83.5000","-84.5875","-84.5000","-85.8375","-86.8500","-85.6125","-85.0500","-87.6875","0.5986","0.5198","-2.1260","117.5948","1857.7894","1909.8948","1.2167","1.1574","547.8159","1.7608","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.0000","26.7789","0.0000","0.0000","10.7789","2383.8000","467.9789","2510.9580","953.9684","29.0000","6.0000","6.0000","27.0000","26.0000","11.3745","-0.5667","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","59.2278"
"20.800","11.3491","11","-0.0327","-0.0018","-4.6225","88.7253","-5.8464","7.0533","17.5000","0.1300","30.8955","23.07723469","113.53011834","44.9719","11.3200","-84.1250","-84.3625","-84.1375","-86.0125","-86.7000","-86.0750","-84.8500","-88.2375","0.6089","0.5479","-2.0664","117.5687","1860.4210","1906.2106","1.3199","1.2915","547.8000","1.7690","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.3895","27.3053","0.0000","0.0000","10.6947","2384.9473","466.9684","2511.0000","954.0000","29.0000","6.0000","6.0000","27.0000","26.0000","11.3557","-1.0250","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","59.3847"
"20.850","11.4535","11","-0.0124","0.0114","-4.5019","88.3796","-2.2207","7.0151","17.5000","0.1300","82.0872","23.07723450","113.53011995","45.0380","11.3225","-83.7000","-83.8625","-83.6000","-86.1500","-85.8875","-86.4125","-85.0625","-88.2750","0.6038","0.5334","-2.0430","117.5625","1855.0526","1898.3158","1.4334","1.4442","547.8000","1.7690","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.3368","27.8316","0.0000","0.0000","10.1684","2379.6843","466.0000","2511.0420","954.1263","29.0000","6.0000","6.0000","27.0000","26.0000","11.3431","-1.3113","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","59.5428"
"20.900","11.5001","11","-0.0026","0.0195","-4.4112","88.3322","-0.4564","6.9735","17.5000","0.1312","401.0396","23.07723426","113.53012154","45.1292","11.3259","-83.8625","-83.9500","-83.8500","-85.7875","-86.3375","-86.3500","-85.9750","-87.1000","0.6011","0.5400","-2.0781","117.5625","1837.6842","1884.1052","1.5623","1.6247","547.8000","1.7690","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.3579","28.3579","0.0000","0.0000","10.0000","2377.2842","466.0000","2511.5684","955.7053","29.0000","6.0000","6.0000","27.0000","26.0000","11.3622","-0.6943","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","59.7020"
"20.950","11.3639","11","-0.0258","0.0113","-4.4151","89.2294","-4.5866","6.9214","17.5000","0.1362","39.4323","23.07723393","113.53012312","45.1547","11.3256","-84.0875","-84.5000","-84.1875","-85.8875","-86.6500","-85.6625","-85.3875","-88.3625","0.6416","0.5305","-2.0654","117.5625","1833.2106","1876.2106","1.6939","1.7666","547.8159","1.7986","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.8842","28.8842","0.0000","0.0000","10.0000","2376.2317","466.0947","2512.0000","956.9053","29.0000","6.0000","6.0000","27.0000","26.0000","11.3760","-0.2063","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","59.8610"
"21.000","11.3087","11","-0.0376","0.0063","-4.3735","89.5758","-6.6896","6.8731","17.4880","0.1400","26.9050","23.07723362","113.53012472","45.0635","11.3189","-83.8250","-84.0250","-85.4500","-85.2375","-87.1875","-86.9500","-84.5375","-87.7500","0.6328","0.5186","-2.0977","117.5625","1841.6316","1874.6316","1.8280","1.8697","547.9738","2.0944","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.8211","29.4105","0.0000","0.0000","10.8211","2387.9053","466.6211","2512.0000","956.3790","29.0000","6.0000","6.0000","27.0000","26.0000","11.3760","-0.0500","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","60.0185"
"21.050","11.5106","11","-0.0133","0.0112","-4.1882","88.1778","-2.3729","6.8367","17.4380","0.1400","77.2028","23.07723342","113.53012637","44.9724","11.3123","-84.5500","-84.0250","-84.4000","-85.8125","-86.1625","-86.0625","-84.6750","-86.8000","0.6477","0.5232","-2.0557","117.5625","1849.1052","1878.7368","1.8816","1.9296","547.9632","2.3475","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.8737","29.9368","0.0000","0.0000","11.8737","2403.1685","466.7053","2511.8525","955.7053","29.0000","6.0000","6.0000","27.0000","26.0000","11.3967","0.1477","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","60.1765"
"21.100","11.6267","11","0.0053","0.0150","-4.0483","87.3013","0.9330","6.7989","17.4000","0.1400","198.3431","23.07723319","113.53012800","44.9938","11.3184","-83.3000","-85.7625","-84.6625","-86.7500","-85.8250","-86.5000","-86.2000","-86.7250","0.6528","0.5420","-2.0801","117.5625","1855.9474","1886.6316","1.8816","1.9605","547.2790","2.4302","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.5368","30.0000","0.0000","0.0000","12.0000","2405.9263","465.6526","2511.3264","954.6526","29.0000","6.0000","6.0000","27.0000","26.0000","11.4541","0.4189","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","60.3367"
"21.150","11.4712","11","0.0059","0.0154","-4.0524","88.0762","1.0380","6.7568","17.4000","0.1400","175.8818","23.07723291","113.53012961","45.0198","11.3251","-83.5875","-85.1875","-84.4625","-85.6875","-86.6125","-87.4375","-85.6625","-86.9000","0.6138","0.4824","-2.1553","117.5625","1866.4736","1907.4210","1.8924","1.9770","546.8000","2.4880","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.0105","30.0000","0.0000","0.0000","12.0000","2406.9790","465.2000","2511.2000","954.8000","29.0000","6.0000","6.0000","27.0000","26.0000","11.5020","0.1350","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","60.4973"
"21.200","11.3684","11","0.0105","0.0148","-3.9993","88.7590","1.8511","6.7161","17.4000","0.1400","97.7429","23.07723263","113.53013122","45.0531","11.3299","-83.2500","-84.5875","-84.7250","-84.7250","-87.1125","-86.0250","-84.3375","-86.8875","0.6138","0.5088","-2.1133","117.5771","1878.5790","1933.7368","1.9079","1.9873","546.8000","2.4880","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.5158","30.0000","0.0000","0.0000","12.0000","2405.4526","465.7263","2511.7263","956.9053","29.0000","6.0000","6.0000","27.0000","26.0000","11.5395","-0.7504","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","60.6562"
"21.250","11.4323","11","0.0279","0.0110","-3.7654","89.1504","4.9063","6.6800","17.4000","0.1400","37.0855","23.07723233","113.53013284","45.0922","11.3332","-84.0750","-84.9000","-84.2625","-85.0625","-86.5375","-86.4250","-84.2625","-86.9750","0.6416","0.5908","-2.0898","117.6031","1889.0000","1922.5790","1.9564","1.9770","546.8000","2.4880","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","18.0000","29.9579","0.0000","0.0000","12.0000","2403.6631","465.7474","2511.7473","956.7368","29.0000","6.0000","6.0000","27.0000","26.0000","11.5774","-0.2196","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","60.8144"
"21.300","11.5330","11","0.0390","0.0093","-3.5755","89.4487","6.8576","6.6429","17.4000","0.1412","26.7666","23.07723204","113.53013449","45.1167","11.3344","-84.0625","-85.0000","-84.1750","-85.1375","-86.5250","-85.8250","-84.5125","-87.1500","0.6650","0.5898","-2.0488","117.6167","1899.0000","1902.0526","2.0131","1.9615","546.8000","2.4880","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","18.0000","29.4316","0.0000","0.0000","12.0000","2399.4526","465.2210","2511.2209","954.1053","29.0000","6.0000","6.0000","27.0000","26.0000","11.6157","1.4240","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","60.9736"
"21.350","11.7503","11","0.0302","0.0142","-3.5254","89.4522","5.3134","6.6021","17.4000","0.1462","35.1960","23.07723180","113.53013621","45.0646","11.3244","-83.9500","-83.9500","-83.9875","-85.2250","-86.8625","-85.9750","-85.0125","-87.1375","0.6226","0.5269","-2.1250","117.5646","1905.6842","1928.4210","2.0281","1.9925","546.8527","2.5225","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.8105","28.9053","0.0000","0.0000","12.0947","2397.6106","465.6105","2510.6948","952.6948","29.3053","6.0000","6.0000","27.0000","26.0000","11.6662","1.2700","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","61.1346"
"21.400","11.8581","11","0.0226","0.0186","-3.4971","89.5969","3.9583","6.5631","17.3880","0.1500","47.6783","23.07723156","113.53013787","45.0125","11.3144","-84.8375","-85.3875","-83.8375","-85.2500","-86.8875","-86.8625","-86.5250","-87.0250","0.6133","0.4414","-2.1660","117.5125","1912.0000","1960.0000","2.0384","2.0286","546.9579","2.5914","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.7579","28.3789","0.0000","0.0000","12.6211","2406.5579","466.6631","2510.1685","952.1684","29.8316","6.0000","6.0000","27.0000","26.0000","11.7225","0.2700","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","61.2984"
"21.450","11.6192","11","0.0183","0.0217","-3.5379","90.1884","3.2019","6.5296","17.3380","0.1500","57.7545","23.07723130","113.53013939","45.0594","11.3171","-83.5625","-85.0125","-83.7125","-85.6000","-86.4750","-86.1625","-85.9250","-86.4000","0.6462","0.4221","-2.0732","117.5396","1922.5264","1958.9474","1.9507","1.9461","547.0000","2.6190","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.1474","28.1474","0.0000","0.0000","13.0000","2413.4421","466.6421","2510.3579","953.4316","30.0000","6.0000","6.0000","27.0000","26.0000","11.7942","-0.5360","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","61.4620"
"21.500","11.4911","11","0.0136","0.0228","-3.5250","90.5108","2.3778","6.4963","17.3000","0.1500","76.9134","23.07723103","113.53014095","45.1375","11.3237","-83.3375","-85.1625","-84.1375","-85.2875","-86.6750","-86.2375","-84.8375","-87.0000","0.6587","0.4653","-2.0410","117.5917","1931.3158","1959.9474","1.8723","1.8821","547.0000","2.6190","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.6737","28.6737","0.0000","0.0000","13.0000","2415.0210","466.1158","2510.8843","955.5369","30.0000","6.0000","6.0000","27.0000","26.0000","11.8708","-1.2806","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","61.6230"
"21.550","11.7137","11","0.0077","0.0176","-3.3424","89.9811","1.3394","6.4640","17.3000","0.1500","139.1848","23.07723076","113.53014262","45.1688","11.3268","-83.8250","-84.7500","-84.2000","-86.0875","-87.1500","-86.0625","-84.5750","-87.3375","0.6306","0.5001","-2.0889","117.6250","1924.4736","1979.4210","1.8775","1.9853","547.0000","2.6323","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.8000","28.8000","0.0000","0.0000","12.6000","2409.6001","466.0000","2511.4106","956.0000","29.5895","6.0000","6.0000","27.0000","26.0000","11.9130","-2.2775","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","61.7838"
"21.600","11.8674","11","-0.0060","0.0171","-3.2222","89.5259","-1.0268","6.4273","17.3000","0.1500","183.9547","23.07723052","113.53014429","45.1167","11.3235","-83.6375","-84.6750","-84.4875","-86.0625","-86.3500","-86.3500","-84.6625","-87.3250","0.6226","0.5210","-2.1465","117.6250","1918.7894","1998.8948","1.8837","2.0575","547.0000","2.6512","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.2737","28.2737","0.0000","0.0000","11.5474","2392.7578","466.0000","2511.9368","956.0000","29.0632","6.0000","6.0000","27.0000","26.0000","11.9505","-3.3088","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","61.9471"
"21.650","11.8027","11","-0.0440","0.0311","-3.3001","89.3068","-7.5977","6.3764","17.3000","0.1500","24.7241","23.07723038","113.53014595","45.0646","11.3201","-82.7625","-84.6375","-83.8625","-84.4000","-86.2250","-85.6375","-84.1875","-86.6125","0.6526","0.4855","-2.1367","117.6250","1917.7368","2018.3684","1.8940","2.0059","547.0000","2.6550","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.2526","28.0000","0.0000","0.0000","10.2421","2375.6631","465.5368","2510.6106","953.6842","29.4632","6.0000","6.0000","27.0000","26.0000","12.0071","-3.5440","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","62.1117"
"21.700","11.7831","11","-0.0716","0.0389","-3.3535","88.8942","-12.3363","6.3333","17.3000","0.1500","15.2019","23.07723023","113.53014762","45.0625","11.3296","-83.4125","-84.6250","-83.1875","-85.7500","-87.0500","-85.0875","-84.2125","-87.4375","0.6646","0.5103","-2.0801","117.6500","1923.1578","2020.6316","1.9089","1.9605","547.0000","2.6550","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.7789","28.0000","0.0000","0.0000","8.6632","2358.2947","465.0105","2509.0315","951.0526","29.9895","6.0000","6.0000","27.0000","26.0000","12.0630","-3.6629","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","62.2756"
"21.750","11.9064","11","-0.0658","0.0268","-3.3296","87.8686","-11.2725","6.3149","17.3000","0.1500","16.8106","23.07723011","113.53014932","45.0625","11.3396","-82.9250","-84.6250","-84.8125","-85.1875","-87.0000","-86.5000","-85.1000","-86.3875","0.6558","0.5161","-2.0830","117.6760","1943.6842","1982.7368","1.9347","1.9296","547.0000","2.6550","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.3053","28.0000","0.0000","0.0000","8.0000","2350.6948","465.5158","2510.5474","954.6105","30.0000","6.0000","6.0000","27.0000","26.0000","12.1005","-2.8244","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","62.4398"
"21.800","12.0237","11","-0.0604","0.0189","-3.3278","87.0407","-10.2819","6.2887","17.2880","0.1500","18.6117","23.07723000","113.53015102","45.0698","11.3403","-82.5500","-85.6250","-84.6000","-85.9375","-86.7375","-86.9750","-85.0625","-86.7625","0.6426","0.5137","-2.0918","117.6729","1963.7894","1965.6842","1.9358","1.9089","547.0000","2.6550","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.8316","28.0000","0.0000","0.0000","8.0000","2350.1685","466.0421","2512.0000","957.7474","30.0000","6.0000","6.0000","27.0000","26.0000","12.1412","-2.1106","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","62.6055"
"21.850","12.1220","11","-0.0561","0.0244","-3.3961","86.8390","-9.5234","6.2375","17.2380","0.1500","20.2581","23.07722995","113.53015270","45.0828","11.3336","-83.0500","-84.7750","-84.0875","-85.6375","-86.2375","-86.5500","-85.4000","-86.9875","0.6021","0.5027","-2.1475","117.6469","1983.2632","1979.8948","1.8997","1.9038","546.8948","2.6182","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","18.0000","28.0000","0.0000","0.0000","7.6421","2342.4841","466.5684","2512.0000","954.5895","30.0000","6.0000","6.0000","27.0000","26.0000","12.1986","-2.0521","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","62.7730"
"21.900","12.1847","11","-0.0496","0.0292","-3.4425","86.5299","-8.4095","6.1914","17.2000","0.1500","23.0602","23.07722991","113.53015436","45.0938","11.3280","-84.0375","-84.5500","-83.0500","-85.5500","-86.6750","-83.6375","-85.5000","-87.0000","0.5781","0.5054","-2.1465","117.6292","1988.2632","1985.9474","1.8790","1.9141","546.8000","2.5912","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","18.0000","28.0000","0.0000","0.0000","7.1158","2331.4316","467.0000","2512.0000","952.0000","30.0000","6.0000","6.0000","27.0000","26.0000","12.2610","-2.2040","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","62.9415"
"21.950","12.1348","11","-0.0365","0.0317","-3.4199","85.8806","-6.1701","6.1610","17.2000","0.1500","31.3013","23.07722988","113.53015597","45.0938","11.3280","-83.8000","-84.2125","-84.3125","-85.8125","-87.1625","-85.9875","-84.9000","-87.1500","0.5867","0.5769","-2.0850","117.6552","1978.7894","1983.8422","1.8739","1.9399","546.8000","2.6527","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.7684","28.8211","0.0000","0.0000","4.9474","2303.9580","467.0000","2512.0000","952.0000","30.0000","6.0000","6.0000","27.0000","26.0000","12.3360","-2.8967","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","63.1104"
